timestamp,latitude,longitude,incident_type,elephant_count,crop_damage_hectares,village_name,district,province,reported_by,description
2022-05-02 15:00:00,7.1441,81.5879,crop_raid,7,2.36,Damana,Ampara,Eastern,Farmer_96,Crop Raid reported in Damana
2022-05-03 18:00:00,7.8322,80.977,property_damage,1,0.0,Hingurakgoda,Polonnaruwa,North Central,Farmer_20,Property Damage reported in Hingurakgoda
2022-05-04 23:00:00,7.3568,81.7022,crop_raid,1,1.52,Mahaoya,Ampara,Eastern,Farmer_14,Crop Raid reported in Mahaoya
2022-05-07 13:00:00,6.217,81.3529,property_damage,3,0.0,Deberawewa,Hambantota,Southern,Farmer_88,Property Damage reported in Deberawewa
2022-05-08 20:00:00,6.1777,81.3077,property_damage,3,0.0,Thanamalwila,Hambantota,Southern,Farmer_76,Property Damage reported in Thanamalwila
2022-05-09 22:00:00,6.0775,81.1323,property_damage,2,0.0,Weerawila,Hambantota,Southern,Farmer_61,Property Damage reported in Weerawila
2022-05-15 08:00:00,6.5746,81.1771,elephant_death,1,0.0,Katharagama,Monaragala,Uva,Farmer_33,Elephant Death reported in Katharagama
2022-05-15 11:00:00,7.9936,80.8741,elephant_death,1,0.0,Dimbulagala,Polonnaruwa,North Central,Farmer_3,Elephant Death reported in Dimbulagala
2022-05-16 13:00:00,6.6778,81.2565,crop_raid,7,0.34,Katharagama,Monaragala,Uva,Farmer_12,Crop Raid reported in Katharagama
2022-05-21 02:00:00,7.219,81.74,crop_raid,7,2.42,Mahaoya,Ampara,Eastern,Farmer_27,Crop Raid reported in Mahaoya
2022-05-21 06:00:00,6.3038,81.3804,crop_raid,3,3.84,Deberawewa,Hambantota,Southern,Farmer_44,Crop Raid reported in Deberawewa
2022-05-22 05:00:00,8.4434,80.6053,human_injury,2,0.0,Nochchiyagama,Anuradhapura,North Central,Farmer_21,Human Injury reported in Nochchiyagama
2022-05-23 10:00:00,7.0045,81.4183,crop_raid,7,0.33,Uhana,Ampara,Eastern,Farmer_91,Crop Raid reported in Uhana
2022-05-24 16:00:00,6.7095,81.2232,crop_raid,1,0.12,Katharagama,Monaragala,Uva,Farmer_6,Crop Raid reported in Katharagama
2022-05-27 08:00:00,6.3633,81.2436,crop_raid,2,2.57,Weerawila,Hambantota,Southern,Farmer_3,Crop Raid reported in Weerawila
2022-05-29 03:00:00,8.4066,80.3751,property_damage,1,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_70,Property Damage reported in Kebithigollewa
2022-05-29 04:00:00,8.4132,80.3514,property_damage,3,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_10,Property Damage reported in Kebithigollewa
2022-05-29 15:00:00,7.9223,81.0964,crop_raid,5,2.71,Dimbulagala,Polonnaruwa,North Central,Farmer_90,Crop Raid reported in Dimbulagala
2022-05-31 14:00:00,7.8306,81.0056,crop_raid,2,1.25,Dimbulagala,Polonnaruwa,North Central,Farmer_50,Crop Raid reported in Dimbulagala
2022-06-03 05:00:00,6.6202,81.141,crop_raid,6,4.63,Wellawaya,Monaragala,Uva,Farmer_69,Crop Raid reported in Wellawaya
2022-06-05 16:00:00,6.6985,81.0669,property_damage,2,0.0,Medagana,Monaragala,Uva,Farmer_71,Property Damage reported in Medagana
2022-06-09 06:00:00,7.8179,80.8384,human_injury,2,0.0,Dimbulagala,Polonnaruwa,North Central,Farmer_35,Human Injury reported in Dimbulagala
2022-06-10 23:00:00,8.1468,81.1363,crop_raid,1,0.84,Dimbulagala,Polonnaruwa,North Central,Farmer_42,Crop Raid reported in Dimbulagala
2022-06-11 22:00:00,7.3765,81.5696,crop_raid,1,1.14,Uhana,Ampara,Eastern,Farmer_24,Crop Raid reported in Uhana
2022-06-13 15:00:00,7.8634,80.9046,crop_raid,4,1.36,Dimbulagala,Polonnaruwa,North Central,Farmer_73,Crop Raid reported in Dimbulagala
2022-06-15 19:00:00,7.4251,81.4314,human_injury,1,0.0,Mahaoya,Ampara,Eastern,Farmer_40,Human Injury reported in Mahaoya
2022-06-17 12:00:00,6.111,81.4659,crop_raid,4,0.71,Weerawila,Hambantota,Southern,Farmer_47,Crop Raid reported in Weerawila
2022-06-17 15:00:00,7.2189,81.3596,crop_raid,6,1.98,Uhana,Ampara,Eastern,Farmer_3,Crop Raid reported in Uhana
2022-06-20 11:00:00,8.4332,80.5406,crop_raid,7,4.5,Horowpothana,Anuradhapura,North Central,Farmer_74,Crop Raid reported in Horowpothana
2022-06-20 01:00:00,7.0117,81.7148,crop_raid,2,2.43,Uhana,Ampara,Eastern,Farmer_87,Crop Raid reported in Uhana
2022-06-22 08:00:00,8.1642,80.9663,property_damage,1,0.0,Hingurakgoda,Polonnaruwa,North Central,Farmer_32,Property Damage reported in Hingurakgoda
2022-06-24 06:00:00,7.8035,81.1432,crop_raid,7,4.57,Welikanda,Polonnaruwa,North Central,Farmer_95,Crop Raid reported in Welikanda
2022-06-27 16:00:00,6.2343,81.4254,crop_raid,1,3.27,Thanamalwila,Hambantota,Southern,Farmer_1,Crop Raid reported in Thanamalwila
2022-07-01 08:00:00,8.4709,80.5613,property_damage,3,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_49,Property Damage reported in Kebithigollewa
2022-07-01 14:00:00,7.0695,81.4774,property_damage,2,0.0,Padiyatalawa,Ampara,Eastern,Farmer_48,Property Damage reported in Padiyatalawa
2022-07-02 06:00:00,7.4477,81.5348,property_damage,1,0.0,Padiyatalawa,Ampara,Eastern,Farmer_11,Property Damage reported in Padiyatalawa
2022-07-03 20:00:00,6.1419,81.1541,human_injury,2,0.0,Deberawewa,Hambantota,Southern,Farmer_73,Human Injury reported in Deberawewa
2022-07-05 05:00:00,8.4381,80.6269,property_damage,3,0.0,Mihintale,Anuradhapura,North Central,Farmer_87,Property Damage reported in Mihintale
2022-07-05 18:00:00,7.1634,81.5341,crop_raid,1,5.0,Padiyatalawa,Ampara,Eastern,Farmer_52,Crop Raid reported in Padiyatalawa
2022-07-06 06:00:00,6.3611,81.3085,elephant_death,2,0.0,Deberawewa,Hambantota,Southern,Farmer_14,Elephant Death reported in Deberawewa
2022-07-06 02:00:00,6.0383,81.0021,crop_raid,1,1.08,Tissamaharama,Hambantota,Southern,Farmer_22,Crop Raid reported in Tissamaharama
2022-07-07 06:00:00,7.9546,80.8485,crop_raid,4,0.61,Dimbulagala,Polonnaruwa,North Central,Farmer_7,Crop Raid reported in Dimbulagala
2022-07-07 16:00:00,7.4379,81.3396,property_damage,1,0.0,Padiyatalawa,Ampara,Eastern,Farmer_2,Property Damage reported in Padiyatalawa
2022-07-07 15:00:00,6.3717,81.2311,property_damage,3,0.0,Weerawila,Hambantota,Southern,Farmer_85,Property Damage reported in Weerawila
2022-07-07 23:00:00,7.3613,81.6999,crop_raid,3,4.06,Uhana,Ampara,Eastern,Farmer_99,Crop Raid reported in Uhana
2022-07-07 12:00:00,8.1045,80.338,property_damage,1,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_75,Property Damage reported in Kebithigollewa
2022-07-07 09:00:00,7.4591,81.75,crop_raid,3,1.55,Uhana,Ampara,Eastern,Farmer_78,Crop Raid reported in Uhana
2022-07-07 21:00:00,6.1921,81.1768,property_damage,2,0.0,Tissamaharama,Hambantota,Southern,Farmer_74,Property Damage reported in Tissamaharama
2022-07-10 17:00:00,8.2161,80.5316,crop_raid,7,4.34,Mihintale,Anuradhapura,North Central,Farmer_15,Crop Raid reported in Mihintale
2022-07-11 11:00:00,7.0146,81.6728,property_damage,1,0.0,Uhana,Ampara,Eastern,Farmer_56,Property Damage reported in Uhana
2022-07-11 13:00:00,6.987,81.0554,crop_raid,1,0.55,Buttala,Monaragala,Uva,Farmer_60,Crop Raid reported in Buttala
2022-07-12 03:00:00,6.7414,81.2416,crop_raid,7,0.29,Medagana,Monaragala,Uva,Farmer_78,Crop Raid reported in Medagana
2022-07-13 13:00:00,8.1616,80.6884,elephant_death,2,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_7,Elephant Death reported in Kebithigollewa
2022-07-15 16:00:00,6.6155,81.2222,crop_raid,7,3.26,Medagana,Monaragala,Uva,Farmer_70,Crop Raid reported in Medagana
2022-07-15 06:00:00,8.2654,80.5162,property_damage,2,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_65,Property Damage reported in Kebithigollewa
2022-07-15 04:00:00,8.0273,80.9342,crop_raid,1,1.45,Hingurakgoda,Polonnaruwa,North Central,Farmer_83,Crop Raid reported in Hingurakgoda
2022-07-16 05:00:00,6.1222,81.1066,property_damage,2,0.0,Tissamaharama,Hambantota,Southern,Farmer_67,Property Damage reported in Tissamaharama
2022-07-16 18:00:00,8.3117,80.5374,human_injury,1,0.0,Horowpothana,Anuradhapura,North Central,Farmer_99,Human Injury reported in Horowpothana
2022-07-17 06:00:00,8.4444,80.7594,crop_raid,1,3.95,Horowpothana,Anuradhapura,North Central,Farmer_69,Crop Raid reported in Horowpothana
2022-07-17 16:00:00,6.5009,81.1746,property_damage,3,0.0,Wellawaya,Monaragala,Uva,Farmer_19,Property Damage reported in Wellawaya
2022-07-18 08:00:00,7.4281,81.511,property_damage,2,0.0,Damana,Ampara,Eastern,Farmer_29,Property Damage reported in Damana
2022-07-18 12:00:00,7.1244,81.3843,property_damage,1,0.0,Uhana,Ampara,Eastern,Farmer_88,Property Damage reported in Uhana
2022-07-19 16:00:00,7.0573,81.3763,crop_raid,7,3.99,Padiyatalawa,Ampara,Eastern,Farmer_18,Crop Raid reported in Padiyatalawa
2022-07-20 17:00:00,6.8859,81.1608,property_damage,1,0.0,Katharagama,Monaragala,Uva,Farmer_69,Property Damage reported in Katharagama
2022-07-22 21:00:00,7.8349,80.9158,property_damage,1,0.0,Hingurakgoda,Polonnaruwa,North Central,Farmer_96,Property Damage reported in Hingurakgoda
2022-07-22 19:00:00,8.5568,80.5386,human_injury,2,0.0,Mihintale,Anuradhapura,North Central,Farmer_64,Human Injury reported in Mihintale
2022-07-22 16:00:00,7.3694,81.4895,crop_raid,2,2.48,Padiyatalawa,Ampara,Eastern,Farmer_78,Crop Raid reported in Padiyatalawa
2022-07-23 17:00:00,8.0437,81.0644,crop_raid,3,1.44,Hingurakgoda,Polonnaruwa,North Central,Farmer_91,Crop Raid reported in Hingurakgoda
2022-07-23 20:00:00,7.8919,80.8054,elephant_death,3,0.0,Welikanda,Polonnaruwa,North Central,Farmer_75,Elephant Death reported in Welikanda
2022-07-24 06:00:00,8.2942,80.702,crop_raid,6,3.89,Nochchiyagama,Anuradhapura,North Central,Farmer_39,Crop Raid reported in Nochchiyagama
2022-07-24 05:00:00,7.0778,81.3209,crop_raid,6,0.56,Uhana,Ampara,Eastern,Farmer_83,Crop Raid reported in Uhana
2022-07-24 19:00:00,7.35,81.752,crop_raid,2,0.22,Damana,Ampara,Eastern,Farmer_20,Crop Raid reported in Damana
2022-07-26 01:00:00,6.1113,81.0987,crop_raid,4,2.45,Deberawewa,Hambantota,Southern,Farmer_4,Crop Raid reported in Deberawewa
2022-07-28 07:00:00,8.2206,80.7682,elephant_death,2,0.0,Mihintale,Anuradhapura,North Central,Farmer_8,Elephant Death reported in Mihintale
2022-07-28 10:00:00,8.2637,80.3114,crop_raid,1,1.8,Nochchiyagama,Anuradhapura,North Central,Farmer_50,Crop Raid reported in Nochchiyagama
2022-07-29 23:00:00,8.1219,80.4359,crop_raid,7,0.66,Horowpothana,Anuradhapura,North Central,Farmer_11,Crop Raid reported in Horowpothana
2022-07-29 17:00:00,6.253,81.151,crop_raid,5,4.03,Weerawila,Hambantota,Southern,Farmer_69,Crop Raid reported in Weerawila
2022-07-30 10:00:00,7.8163,81.1184,property_damage,3,0.0,Welikanda,Polonnaruwa,North Central,Farmer_93,Property Damage reported in Welikanda
2022-07-30 18:00:00,8.3463,80.6185,crop_raid,3,1.22,Nochchiyagama,Anuradhapura,North Central,Farmer_7,Crop Raid reported in Nochchiyagama
2022-07-31 19:00:00,8.3575,80.6904,property_damage,3,0.0,Horowpothana,Anuradhapura,North Central,Farmer_44,Property Damage reported in Horowpothana
2022-08-01 05:00:00,6.8846,81.0771,elephant_death,3,0.0,Buttala,Monaragala,Uva,Farmer_12,Elephant Death reported in Buttala
2022-08-02 05:00:00,7.4929,81.6298,crop_raid,7,1.27,Padiyatalawa,Ampara,Eastern,Farmer_99,Crop Raid reported in Padiyatalawa
2022-08-02 11:00:00,6.8585,81.241,crop_raid,6,4.27,Buttala,Monaragala,Uva,Farmer_65,Crop Raid reported in Buttala
2022-08-03 03:00:00,6.2586,81.4626,property_damage,3,0.0,Weerawila,Hambantota,Southern,Farmer_55,Property Damage reported in Weerawila
2022-08-03 03:00:00,7.3827,81.4124,crop_raid,6,2.44,Uhana,Ampara,Eastern,Farmer_77,Crop Raid reported in Uhana
2022-08-04 10:00:00,8.26,80.4136,elephant_death,1,0.0,Mihintale,Anuradhapura,North Central,Farmer_70,Elephant Death reported in Mihintale
2022-08-05 15:00:00,6.7167,81.0411,crop_raid,4,1.86,Katharagama,Monaragala,Uva,Farmer_18,Crop Raid reported in Katharagama
2022-08-07 06:00:00,6.8931,81.2008,property_damage,1,0.0,Medagana,Monaragala,Uva,Farmer_30,Property Damage reported in Medagana
2022-08-07 18:00:00,7.2099,81.4277,crop_raid,4,4.82,Padiyatalawa,Ampara,Eastern,Farmer_25,Crop Raid reported in Padiyatalawa
2022-08-08 19:00:00,8.277,80.6351,property_damage,3,0.0,Horowpothana,Anuradhapura,North Central,Farmer_53,Property Damage reported in Horowpothana
2022-08-09 01:00:00,8.1861,80.8908,crop_raid,1,0.76,Hingurakgoda,Polonnaruwa,North Central,Farmer_88,Crop Raid reported in Hingurakgoda
2022-08-10 04:00:00,6.7646,81.0089,crop_raid,4,0.61,Katharagama,Monaragala,Uva,Farmer_39,Crop Raid reported in Katharagama
2022-08-10 01:00:00,6.5709,81.0893,crop_raid,6,2.79,Wellawaya,Monaragala,Uva,Farmer_57,Crop Raid reported in Wellawaya
2022-08-11 10:00:00,6.2207,81.1203,crop_raid,6,1.39,Thanamalwila,Hambantota,Southern,Farmer_76,Crop Raid reported in Thanamalwila
2022-08-13 20:00:00,6.6961,81.1227,crop_raid,5,4.64,Medagana,Monaragala,Uva,Farmer_66,Crop Raid reported in Medagana
2022-08-15 06:00:00,6.7209,81.2537,elephant_death,3,0.0,Katharagama,Monaragala,Uva,Farmer_15,Elephant Death reported in Katharagama
2022-08-16 09:00:00,8.0807,80.9475,crop_raid,2,0.5,Hingurakgoda,Polonnaruwa,North Central,Farmer_13,Crop Raid reported in Hingurakgoda
2022-08-17 00:00:00,8.1258,81.1059,crop_raid,2,4.6,Medirigiriya,Polonnaruwa,North Central,Farmer_97,Crop Raid reported in Medirigiriya
2022-08-17 15:00:00,7.3725,81.3088,crop_raid,2,4.6,Padiyatalawa,Ampara,Eastern,Farmer_96,Crop Raid reported in Padiyatalawa
2022-08-18 09:00:00,6.2809,81.2889,human_injury,1,0.0,Tissamaharama,Hambantota,Southern,Farmer_39,Human Injury reported in Tissamaharama
2022-08-19 15:00:00,7.3604,81.6569,property_damage,3,0.0,Damana,Ampara,Eastern,Farmer_93,Property Damage reported in Damana
2022-08-19 03:00:00,6.3776,81.3179,crop_raid,2,3.42,Tissamaharama,Hambantota,Southern,Farmer_77,Crop Raid reported in Tissamaharama
2022-08-19 14:00:00,7.3796,81.6112,crop_raid,3,3.22,Uhana,Ampara,Eastern,Farmer_67,Crop Raid reported in Uhana
2022-08-20 03:00:00,6.3729,81.4806,property_damage,2,0.0,Weerawila,Hambantota,Southern,Farmer_6,Property Damage reported in Weerawila
2022-08-21 17:00:00,7.9525,81.0283,crop_raid,4,1.43,Dimbulagala,Polonnaruwa,North Central,Farmer_12,Crop Raid reported in Dimbulagala
2022-08-22 15:00:00,7.3004,81.5773,crop_raid,6,1.19,Uhana,Ampara,Eastern,Farmer_38,Crop Raid reported in Uhana
2022-08-23 10:00:00,8.1118,80.7497,human_injury,3,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_96,Human Injury reported in Kebithigollewa
2022-08-23 07:00:00,7.3304,81.6316,elephant_death,3,0.0,Padiyatalawa,Ampara,Eastern,Farmer_21,Elephant Death reported in Padiyatalawa
2022-08-26 20:00:00,6.9473,81.1953,property_damage,1,0.0,Wellawaya,Monaragala,Uva,Farmer_73,Property Damage reported in Wellawaya
2022-08-27 20:00:00,6.7382,81.1632,crop_raid,7,0.2,Buttala,Monaragala,Uva,Farmer_66,Crop Raid reported in Buttala
2022-08-28 19:00:00,6.1452,81.1487,property_damage,1,0.0,Tissamaharama,Hambantota,Southern,Farmer_17,Property Damage reported in Tissamaharama
2022-08-28 13:00:00,6.9206,81.2796,crop_raid,1,2.93,Buttala,Monaragala,Uva,Farmer_43,Crop Raid reported in Buttala
2022-08-30 17:00:00,6.7672,81.0787,crop_raid,7,3.1,Wellawaya,Monaragala,Uva,Farmer_6,Crop Raid reported in Wellawaya
2022-08-30 03:00:00,8.4133,80.3859,crop_raid,5,2.78,Nochchiyagama,Anuradhapura,North Central,Farmer_97,Crop Raid reported in Nochchiyagama
2022-08-31 01:00:00,6.9178,81.0754,crop_raid,1,1.35,Wellawaya,Monaragala,Uva,Farmer_91,Crop Raid reported in Wellawaya
2022-08-31 06:00:00,8.1342,80.4485,property_damage,3,0.0,Nochchiyagama,Anuradhapura,North Central,Farmer_3,Property Damage reported in Nochchiyagama
2022-08-31 10:00:00,6.1471,81.2464,property_damage,1,0.0,Thanamalwila,Hambantota,Southern,Farmer_78,Property Damage reported in Thanamalwila
2022-08-31 09:00:00,8.5109,80.5428,crop_raid,4,0.32,Nochchiyagama,Anuradhapura,North Central,Farmer_94,Crop Raid reported in Nochchiyagama
2022-09-02 19:00:00,8.0109,81.0651,crop_raid,1,4.92,Welikanda,Polonnaruwa,North Central,Farmer_98,Crop Raid reported in Welikanda
2022-09-03 11:00:00,6.7237,81.222,crop_raid,3,0.4,Wellawaya,Monaragala,Uva,Farmer_19,Crop Raid reported in Wellawaya
2022-09-04 23:00:00,8.5449,80.3386,crop_raid,1,3.04,Horowpothana,Anuradhapura,North Central,Farmer_90,Crop Raid reported in Horowpothana
2022-09-05 06:00:00,8.1901,81.0909,crop_raid,1,0.57,Hingurakgoda,Polonnaruwa,North Central,Farmer_52,Crop Raid reported in Hingurakgoda
2022-09-05 07:00:00,6.1899,81.0402,crop_raid,7,2.17,Weerawila,Hambantota,Southern,Farmer_49,Crop Raid reported in Weerawila
2022-09-05 20:00:00,6.9406,81.2668,human_injury,3,0.0,Medagana,Monaragala,Uva,Farmer_39,Human Injury reported in Medagana
2022-09-05 08:00:00,7.4394,81.3838,crop_raid,6,1.39,Damana,Ampara,Eastern,Farmer_23,Crop Raid reported in Damana
2022-09-05 17:00:00,8.0604,81.0027,crop_raid,2,2.04,Hingurakgoda,Polonnaruwa,North Central,Farmer_91,Crop Raid reported in Hingurakgoda
2022-09-06 11:00:00,6.3822,81.1685,crop_raid,4,1.86,Tissamaharama,Hambantota,Southern,Farmer_55,Crop Raid reported in Tissamaharama
2022-09-09 11:00:00,7.2699,81.438,property_damage,2,0.0,Padiyatalawa,Ampara,Eastern,Farmer_20,Property Damage reported in Padiyatalawa
2022-09-10 03:00:00,6.1377,81.2466,crop_raid,5,0.75,Thanamalwila,Hambantota,Southern,Farmer_68,Crop Raid reported in Thanamalwila
2022-09-10 00:00:00,8.2808,80.6992,property_damage,3,0.0,Nochchiyagama,Anuradhapura,North Central,Farmer_35,Property Damage reported in Nochchiyagama
2022-09-10 21:00:00,6.0987,81.2627,crop_raid,2,4.87,Deberawewa,Hambantota,Southern,Farmer_92,Crop Raid reported in Deberawewa
2022-09-11 01:00:00,8.5049,80.4489,crop_raid,4,0.35,Mihintale,Anuradhapura,North Central,Farmer_11,Crop Raid reported in Mihintale
2022-09-12 18:00:00,6.2593,81.4954,crop_raid,3,0.93,Tissamaharama,Hambantota,Southern,Farmer_93,Crop Raid reported in Tissamaharama
2022-09-13 11:00:00,8.4151,80.3389,property_damage,1,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_12,Property Damage reported in Kebithigollewa
2022-09-14 12:00:00,7.0986,81.3917,elephant_death,2,0.0,Damana,Ampara,Eastern,Farmer_49,Elephant Death reported in Damana
2022-09-17 01:00:00,6.5797,81.0314,property_damage,2,0.0,Katharagama,Monaragala,Uva,Farmer_7,Property Damage reported in Katharagama
2022-09-17 01:00:00,6.3969,81.1744,crop_raid,7,0.3,Deberawewa,Hambantota,Southern,Farmer_17,Crop Raid reported in Deberawewa
2022-09-18 23:00:00,8.1544,80.3733,crop_raid,3,3.83,Horowpothana,Anuradhapura,North Central,Farmer_70,Crop Raid reported in Horowpothana
2022-09-18 22:00:00,8.2666,80.7319,property_damage,2,0.0,Horowpothana,Anuradhapura,North Central,Farmer_2,Property Damage reported in Horowpothana
2022-09-18 21:00:00,6.0834,81.43,human_injury,2,0.0,Thanamalwila,Hambantota,Southern,Farmer_6,Human Injury reported in Thanamalwila
2022-09-18 01:00:00,6.9125,81.0233,crop_raid,7,3.57,Wellawaya,Monaragala,Uva,Farmer_92,Crop Raid reported in Wellawaya
2022-09-19 10:00:00,6.9213,81.0992,human_injury,3,0.0,Wellawaya,Monaragala,Uva,Farmer_40,Human Injury reported in Wellawaya
2022-09-19 07:00:00,7.8696,80.9079,crop_raid,1,4.95,Dimbulagala,Polonnaruwa,North Central,Farmer_92,Crop Raid reported in Dimbulagala
2022-09-19 15:00:00,7.0339,81.3103,crop_raid,6,3.82,Uhana,Ampara,Eastern,Farmer_28,Crop Raid reported in Uhana
2022-09-20 03:00:00,6.6396,81.0606,property_damage,2,0.0,Buttala,Monaragala,Uva,Farmer_22,Property Damage reported in Buttala
2022-09-21 08:00:00,7.8816,80.9414,crop_raid,3,0.75,Welikanda,Polonnaruwa,North Central,Farmer_5,Crop Raid reported in Welikanda
2022-09-22 01:00:00,6.3716,81.2554,crop_raid,6,1.64,Weerawila,Hambantota,Southern,Farmer_84,Crop Raid reported in Weerawila
2022-09-22 17:00:00,6.389,81.4348,human_injury,2,0.0,Thanamalwila,Hambantota,Southern,Farmer_5,Human Injury reported in Thanamalwila
2022-09-23 23:00:00,7.8713,81.0973,crop_raid,2,1.58,Hingurakgoda,Polonnaruwa,North Central,Farmer_91,Crop Raid reported in Hingurakgoda
2022-09-23 14:00:00,7.3225,81.6274,human_injury,2,0.0,Uhana,Ampara,Eastern,Farmer_47,Human Injury reported in Uhana
2022-09-25 02:00:00,6.5037,81.0039,property_damage,1,0.0,Wellawaya,Monaragala,Uva,Farmer_97,Property Damage reported in Wellawaya
2022-09-25 21:00:00,6.049,81.457,crop_raid,7,2.21,Thanamalwila,Hambantota,Southern,Farmer_78,Crop Raid reported in Thanamalwila
2022-09-27 08:00:00,7.3,81.7373,crop_raid,2,1.96,Uhana,Ampara,Eastern,Farmer_76,Crop Raid reported in Uhana
2022-09-30 16:00:00,6.6986,81.123,crop_raid,3,4.98,Katharagama,Monaragala,Uva,Farmer_58,Crop Raid reported in Katharagama
2022-10-05 01:00:00,7.9333,81.0522,crop_raid,1,2.93,Welikanda,Polonnaruwa,North Central,Farmer_63,Crop Raid reported in Welikanda
2022-10-05 21:00:00,6.0642,81.1051,crop_raid,5,4.23,Weerawila,Hambantota,Southern,Farmer_64,Crop Raid reported in Weerawila
2022-10-07 19:00:00,8.4737,80.3948,elephant_death,1,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_34,Elephant Death reported in Kebithigollewa
2022-10-07 21:00:00,7.1487,81.5798,human_injury,3,0.0,Padiyatalawa,Ampara,Eastern,Farmer_73,Human Injury reported in Padiyatalawa
2022-10-08 20:00:00,6.0602,81.0328,crop_raid,4,1.74,Deberawewa,Hambantota,Southern,Farmer_77,Crop Raid reported in Deberawewa
2022-10-10 09:00:00,8.3096,80.5374,crop_raid,2,1.36,Mihintale,Anuradhapura,North Central,Farmer_16,Crop Raid reported in Mihintale
2022-10-11 12:00:00,8.2911,80.5299,crop_raid,2,2.2,Kebithigollewa,Anuradhapura,North Central,Farmer_11,Crop Raid reported in Kebithigollewa
2022-10-14 19:00:00,6.5959,81.2975,human_injury,1,0.0,Medagana,Monaragala,Uva,Farmer_54,Human Injury reported in Medagana
2022-10-14 15:00:00,7.0377,81.7725,crop_raid,6,3.61,Padiyatalawa,Ampara,Eastern,Farmer_96,Crop Raid reported in Padiyatalawa
2022-10-15 12:00:00,8.1402,80.4523,crop_raid,6,0.45,Horowpothana,Anuradhapura,North Central,Farmer_63,Crop Raid reported in Horowpothana
2022-10-16 01:00:00,8.2662,80.4024,crop_raid,1,1.63,Kebithigollewa,Anuradhapura,North Central,Farmer_36,Crop Raid reported in Kebithigollewa
2022-10-17 20:00:00,8.1328,80.5681,crop_raid,3,4.06,Nochchiyagama,Anuradhapura,North Central,Farmer_17,Crop Raid reported in Nochchiyagama
2022-10-17 12:00:00,7.8479,80.9945,crop_raid,1,0.49,Welikanda,Polonnaruwa,North Central,Farmer_74,Crop Raid reported in Welikanda
2022-10-18 05:00:00,7.3776,81.3171,crop_raid,3,4.13,Mahaoya,Ampara,Eastern,Farmer_39,Crop Raid reported in Mahaoya
2022-10-18 05:00:00,6.3074,81.3907,crop_raid,1,1.97,Weerawila,Hambantota,Southern,Farmer_25,Crop Raid reported in Weerawila
2022-10-22 15:00:00,6.2862,81.4757,human_injury,1,0.0,Thanamalwila,Hambantota,Southern,Farmer_35,Human Injury reported in Thanamalwila
2022-10-24 20:00:00,7.8518,80.9438,property_damage,3,0.0,Medirigiriya,Polonnaruwa,North Central,Farmer_22,Property Damage reported in Medirigiriya
2022-10-27 17:00:00,8.3743,80.4684,crop_raid,6,4.82,Horowpothana,Anuradhapura,North Central,Farmer_20,Crop Raid reported in Horowpothana
2022-10-30 18:00:00,7.0628,81.655,human_injury,3,0.0,Mahaoya,Ampara,Eastern,Farmer_64,Human Injury reported in Mahaoya
2022-10-31 12:00:00,6.5309,81.1883,crop_raid,1,1.05,Wellawaya,Monaragala,Uva,Farmer_97,Crop Raid reported in Wellawaya
2022-11-01 07:00:00,6.2602,81.1606,crop_raid,7,0.25,Thanamalwila,Hambantota,Southern,Farmer_56,Crop Raid reported in Thanamalwila
2022-11-03 20:00:00,8.2094,80.5839,crop_raid,5,3.26,Kebithigollewa,Anuradhapura,North Central,Farmer_71,Crop Raid reported in Kebithigollewa
2022-11-04 22:00:00,8.5365,80.7419,human_injury,2,0.0,Mihintale,Anuradhapura,North Central,Farmer_57,Human Injury reported in Mihintale
2022-11-06 04:00:00,7.0199,81.6831,property_damage,2,0.0,Uhana,Ampara,Eastern,Farmer_71,Property Damage reported in Uhana
2022-11-07 04:00:00,6.5945,81.138,property_damage,3,0.0,Wellawaya,Monaragala,Uva,Farmer_89,Property Damage reported in Wellawaya
2022-11-07 10:00:00,6.5903,81.2785,property_damage,1,0.0,Wellawaya,Monaragala,Uva,Farmer_71,Property Damage reported in Wellawaya
2022-11-09 09:00:00,8.4578,80.7674,crop_raid,7,4.36,Horowpothana,Anuradhapura,North Central,Farmer_53,Crop Raid reported in Horowpothana
2022-11-12 16:00:00,8.3609,80.5549,property_damage,3,0.0,Mihintale,Anuradhapura,North Central,Farmer_54,Property Damage reported in Mihintale
2022-11-12 20:00:00,6.2225,81.3474,crop_raid,3,4.88,Weerawila,Hambantota,Southern,Farmer_47,Crop Raid reported in Weerawila
2022-11-13 16:00:00,7.45,81.6555,property_damage,1,0.0,Padiyatalawa,Ampara,Eastern,Farmer_41,Property Damage reported in Padiyatalawa
2022-11-14 19:00:00,6.7219,81.1291,crop_raid,2,2.68,Buttala,Monaragala,Uva,Farmer_39,Crop Raid reported in Buttala
